dataset is peak
X shape:torch.Size([1420, 208]), y shape:torch.Size([1420])
epoch[0] train_loss: 4.601565 	val_loss: 4.234214
epoch[180] train_loss: 0.005025 	val_loss: 0.003909
epoch[181] train_loss: 0.003661 	val_loss: 0.002936
epoch[182] train_loss: 0.002996 	val_loss: 0.003080
epoch[183] train_loss: 0.002815 	val_loss: 0.002720
epoch[184] train_loss: 0.002507 	val_loss: 0.002735
epoch[185] train_loss: 0.002438 	val_loss: 0.002546
epoch[186] train_loss: 0.002419 	val_loss: 0.002509
epoch[187] train_loss: 0.002389 	val_loss: 0.002423
epoch[188] train_loss: 0.002310 	val_loss: 0.002519
epoch[189] train_loss: 0.002340 	val_loss: 0.002453
epoch[190] train_loss: 0.002352 	val_loss: 0.002423
epoch[191] train_loss: 0.002243 	val_loss: 0.002525
epoch[192] train_loss: 0.002294 	val_loss: 0.002439
epoch[193] train_loss: 0.002366 	val_loss: 0.002610
epoch[194] train_loss: 0.002457 	val_loss: 0.002559
epoch[195] train_loss: 0.002349 	val_loss: 0.002654
epoch[196] train_loss: 0.002342 	val_loss: 0.002366
epoch[197] train_loss: 0.002330 	val_loss: 0.002487
epoch[198] train_loss: 0.002325 	val_loss: 0.002546
epoch[199] train_loss: 0.002502 	val_loss: 0.002718
epoch[200] train_loss: 0.002587 	val_loss: 0.002476
epoch[201] train_loss: 0.002324 	val_loss: 0.002311
epoch[202] train_loss: 0.002255 	val_loss: 0.002581
epoch[203] train_loss: 0.002429 	val_loss: 0.002490
epoch[204] train_loss: 0.002310 	val_loss: 0.002721
epoch[205] train_loss: 0.002318 	val_loss: 0.002376
epoch[206] train_loss: 0.002236 	val_loss: 0.002544
epoch[207] train_loss: 0.002268 	val_loss: 0.002437
epoch[208] train_loss: 0.002246 	val_loss: 0.002528
epoch[209] train_loss: 0.002277 	val_loss: 0.002690
epoch[210] train_loss: 0.002279 	val_loss: 0.002396
epoch[211] train_loss: 0.002279 	val_loss: 0.002191
epoch[212] train_loss: 0.002503 	val_loss: 0.002275
epoch[213] train_loss: 0.002935 	val_loss: 0.003196
epoch[214] train_loss: 0.002801 	val_loss: 0.002580
epoch[215] train_loss: 0.002276 	val_loss: 0.002291
epoch[216] train_loss: 0.002175 	val_loss: 0.002505
epoch[217] train_loss: 0.002417 	val_loss: 0.003075
epoch[218] train_loss: 0.002767 	val_loss: 0.002464
epoch[219] train_loss: 0.002381 	val_loss: 0.002875
epoch[220] train_loss: 0.002685 	val_loss: 0.002624
epoch[221] train_loss: 0.002327 	val_loss: 0.002391
epoch[222] train_loss: 0.002543 	val_loss: 0.002465
epoch[223] train_loss: 0.002267 	val_loss: 0.002622
epoch[224] train_loss: 0.002444 	val_loss: 0.002468
epoch[225] train_loss: 0.002423 	val_loss: 0.002874
epoch[226] train_loss: 0.002617 	val_loss: 0.003212
epoch[227] train_loss: 0.002757 	val_loss: 0.003119
epoch[228] train_loss: 0.002408 	val_loss: 0.002517
epoch[229] train_loss: 0.002450 	val_loss: 0.003410
epoch[230] train_loss: 0.002508 	val_loss: 0.002423
epoch[231] train_loss: 0.002261 	val_loss: 0.002538
epoch[232] train_loss: 0.002516 	val_loss: 0.003101
epoch[233] train_loss: 0.002654 	val_loss: 0.002505
epoch[234] train_loss: 0.002407 	val_loss: 0.002433
epoch[235] train_loss: 0.002390 	val_loss: 0.003010
epoch[236] train_loss: 0.002908 	val_loss: 0.002687
epoch[237] train_loss: 0.003770 	val_loss: 0.002735
epoch[238] train_loss: 0.003728 	val_loss: 0.002802
epoch[239] train_loss: 0.007654 	val_loss: 0.007127
epoch[240] train_loss: 0.004523 	val_loss: 0.002915
epoch[241] train_loss: 0.002447 	val_loss: 0.002684
epoch[242] train_loss: 0.002157 	val_loss: 0.002419
epoch[243] train_loss: 0.002116 	val_loss: 0.002222
epoch[244] train_loss: 0.002147 	val_loss: 0.002316
epoch[245] train_loss: 0.002153 	val_loss: 0.002125
epoch[246] train_loss: 0.002087 	val_loss: 0.002298
epoch[247] train_loss: 0.002238 	val_loss: 0.002555
epoch[248] train_loss: 0.002225 	val_loss: 0.002420
epoch[249] train_loss: 0.002006 	val_loss: 0.002186
epoch[250] train_loss: 0.002283 	val_loss: 0.002834
epoch[251] train_loss: 0.002304 	val_loss: 0.002567
epoch[252] train_loss: 0.002204 	val_loss: 0.002224
epoch[253] train_loss: 0.002094 	val_loss: 0.002086
epoch[254] train_loss: 0.002082 	val_loss: 0.002186
epoch[255] train_loss: 0.002022 	val_loss: 0.002334
epoch[256] train_loss: 0.002317 	val_loss: 0.003473
epoch[257] train_loss: 0.002855 	val_loss: 0.003246
epoch[258] train_loss: 0.004415 	val_loss: 0.005569
epoch[259] train_loss: 0.005754 	val_loss: 0.005914
epoch[260] train_loss: 0.011948 	val_loss: 0.003572
epoch[261] train_loss: 0.005634 	val_loss: 0.003911
epoch[262] train_loss: 0.002957 	val_loss: 0.002603
epoch[263] train_loss: 0.002311 	val_loss: 0.002336
epoch[264] train_loss: 0.002059 	val_loss: 0.002174
epoch[265] train_loss: 0.002051 	val_loss: 0.002064
epoch[266] train_loss: 0.001988 	val_loss: 0.002064
epoch[267] train_loss: 0.001988 	val_loss: 0.002212
epoch[268] train_loss: 0.002010 	val_loss: 0.002144
epoch[269] train_loss: 0.002024 	val_loss: 0.002183
epoch[270] train_loss: 0.002025 	val_loss: 0.002342
epoch[271] train_loss: 0.002080 	val_loss: 0.002161
epoch[272] train_loss: 0.002502 	val_loss: 0.003512
epoch[273] train_loss: 0.002573 	val_loss: 0.002955
epoch[274] train_loss: 0.003323 	val_loss: 0.002455
epoch[275] train_loss: 0.002582 	val_loss: 0.002470
epoch[276] train_loss: 0.002137 	val_loss: 0.002161
epoch[277] train_loss: 0.001982 	val_loss: 0.002289
epoch[278] train_loss: 0.002038 	val_loss: 0.002230
epoch[279] train_loss: 0.002014 	val_loss: 0.002157
epoch[280] train_loss: 0.002147 	val_loss: 0.002448
epoch[281] train_loss: 0.002186 	val_loss: 0.002234
epoch[282] train_loss: 0.002105 	val_loss: 0.002107
epoch[283] train_loss: 0.002003 	val_loss: 0.002097
epoch[284] train_loss: 0.002033 	val_loss: 0.002222
epoch[285] train_loss: 0.002253 	val_loss: 0.002643
epoch[286] train_loss: 0.002374 	val_loss: 0.002394
epoch[287] train_loss: 0.002351 	val_loss: 0.002826
epoch[288] train_loss: 0.002671 	val_loss: 0.003548
epoch[289] train_loss: 0.002366 	val_loss: 0.002624
epoch[290] train_loss: 0.002298 	val_loss: 0.002662
epoch[291] train_loss: 0.002245 	val_loss: 0.002234
epoch[292] train_loss: 0.002001 	val_loss: 0.001981
epoch[293] train_loss: 0.001806 	val_loss: 0.001885
epoch[294] train_loss: 0.001838 	val_loss: 0.002366
epoch[295] train_loss: 0.001963 	val_loss: 0.002055
epoch[296] train_loss: 0.001868 	val_loss: 0.002174
epoch[297] train_loss: 0.002100 	val_loss: 0.002194
epoch[298] train_loss: 0.002405 	val_loss: 0.002812
epoch[299] train_loss: 0.002793 	val_loss: 0.002271
epoch[300] train_loss: 0.002856 	val_loss: 0.002287
try to save in testdir
293 save ... ./saved_models/peak/8/
train: 0.0018	
val: 0.0019	
save done!
